,index,ID,Age,Age_group,Education,Children,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Expenses,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumAllPurchases,NumStorePurchases,NumWebVisitsMonth
627,645,4381,43,Gen X,Postgraduate,2,Married,46463.0,2013-08-18,56.0,163.0,2.0,40.0,8.0,11.0,11.0,235.0,7.0,3.0,1.0,10.0,6.0,6.0
628,646,4611,44,Gen X,Undergraduate,0,Married,105471.0,2013-01-21,36.0,1009.0,181.0,104.0,202.0,21.0,207.0,1724.0,0.0,9.0,8.0,30.0,13.0,3.0
629,647,3376,44,Gen X,Postgraduate,1,Divorced,55282.0,2013-12-13,9.0,125.0,6.0,73.0,8.0,4.0,19.0,235.0,1.0,3.0,1.0,10.0,6.0,4.0
630,648,4679,37,Millenials,Postgraduate,1,Married,78710.0,2014-05-23,42.0,721.0,0.0,152.0,119.0,50.0,50.0,1092.0,3.0,7.0,6.0,25.0,12.0,4.0
631,649,10928,56,Gen X,Undergraduate,1,Married,66886.0,2013-09-16,28.0,315.0,4.0,62.0,41.0,31.0,146.0,599.0,2.0,7.0,1.0,15.0,7.0,5.0
632,650,4248,54,Gen X,Postgraduate,0,Single,98777.0,2014-02-17,23.0,1000.0,19.0,711.0,125.0,115.0,38.0,2008.0,0.0,4.0,6.0,19.0,9.0,1.0
633,651,6728,29,Millenials,Undergraduate,1,Married,29103.0,2012-08-27,38.0,16.0,0.0,17.0,6.0,3.0,6.0,48.0,2.0,1.0,0.0,4.0,3.0,9.0
634,652,6661,40,Millenials,Undergraduate,1,Married,67445.0,2012-12-08,63.0,757.0,80.0,217.0,29.0,80.0,11.0,1174.0,5.0,9.0,6.0,27.0,12.0,6.0
635,653,4725,64,Boomers,Postgraduate,1,Married,50616.0,2014-04-13,71.0,30.0,2.0,25.0,0.0,1.0,9.0,67.0,1.0,1.0,1.0,6.0,4.0,2.0
636,654,3277,59,Boomers,Undergraduate,1,Divorced,49431.0,2012-03-08,9.0,219.0,3.0,100.0,26.0,0.0,17.0,365.0,2.0,7.0,1.0,13.0,5.0,8.0
637,656,2564,61,Boomers,Undergraduate,1,Married,61278.0,2014-04-01,87.0,111.0,3.0,28.0,2.0,6.0,15.0,165.0,2.0,3.0,1.0,8.0,4.0,6.0
638,657,946,56,Gen X,Postgraduate,0,Married,26490.0,2012-09-22,92.0,45.0,47.0,52.0,21.0,20.0,25.0,210.0,2.0,3.0,1.0,9.0,5.0,6.0
639,658,3867,67,Boomers,Postgraduate,1,Married,73059.0,2013-08-31,36.0,410.0,112.0,420.0,0.0,82.0,71.0,1095.0,1.0,9.0,3.0,25.0,13.0,4.0
640,659,6940,48,Gen X,Postgraduate,3,Single,46734.0,2013-10-21,86.0,100.0,1.0,39.0,6.0,1.0,76.0,223.0,4.0,3.0,2.0,8.0,3.0,6.0
641,660,55,51,Gen X,Undergraduate,1,Married,56253.0,2012-07-12,83.0,509.0,0.0,65.0,7.0,11.0,5.0,597.0,4.0,7.0,2.0,18.0,9.0,6.0
642,661,7093,29,Millenials,Undergraduate,1,Married,19986.0,2013-11-14,74.0,3.0,6.0,5.0,0.0,2.0,6.0,22.0,1.0,0.0,0.0,3.0,3.0,7.0
643,662,5084,39,Millenials,Undergraduate,1,Divorced,58330.0,2013-12-25,87.0,445.0,53.0,213.0,104.0,98.0,151.0,1064.0,1.0,6.0,4.0,23.0,13.0,4.0
644,663,1777,34,Millenials,Undergraduate,0,Married,25965.0,2012-07-09,29.0,2.0,2.0,11.0,41.0,7.0,11.0,74.0,1.0,2.0,0.0,5.0,3.0,8.0
645,664,8162,58,Boomers,Postgraduate,0,Married,14661.0,2013-01-01,88.0,4.0,1.0,11.0,6.0,2.0,2.0,26.0,1.0,1.0,0.0,4.0,3.0,6.0
646,665,10826,55,Gen X,Undergraduate,0,Married,18690.0,2012-12-28,77.0,6.0,1.0,7.0,23.0,4.0,19.0,60.0,1.0,1.0,1.0,4.0,2.0,8.0
647,666,8754,40,Millenials,Postgraduate,1,Married,45068.0,2013-05-16,25.0,14.0,0.0,3.0,0.0,0.0,3.0,20.0,1.0,1.0,0.0,3.0,2.0,7.0
648,667,1987,27,Millenials,Undergraduate,1,Single,21063.0,2013-09-25,34.0,1.0,10.0,11.0,19.0,3.0,15.0,59.0,2.0,2.0,0.0,5.0,3.0,6.0
649,668,11007,46,Gen X,Postgraduate,1,Married,29187.0,2013-09-05,43.0,26.0,0.0,6.0,0.0,0.0,2.0,34.0,1.0,1.0,0.0,4.0,3.0,8.0
650,669,7426,43,Gen X,Postgraduate,2,Married,54690.0,2013-07-11,76.0,111.0,16.0,37.0,7.0,9.0,18.0,198.0,3.0,3.0,1.0,9.0,5.0,3.0
651,670,9153,50,Gen X,Postgraduate,1,Married,59304.0,2013-07-29,81.0,418.0,61.0,428.0,80.0,51.0,10.0,1048.0,3.0,7.0,8.0,25.0,10.0,5.0
652,671,10379,52,Gen X,Postgraduate,2,Single,59247.0,2013-08-11,87.0,327.0,9.0,122.0,19.0,14.0,83.0,574.0,5.0,5.0,2.0,16.0,9.0,6.0
653,672,9204,44,Gen X,Undergraduate,1,Divorced,66731.0,2012-12-09,33.0,371.0,159.0,194.0,58.0,106.0,141.0,1029.0,4.0,4.0,3.0,13.0,6.0,3.0
654,673,3197,34,Millenials,Undergraduate,1,Married,77353.0,2013-12-16,38.0,275.0,59.0,107.0,69.0,101.0,59.0,670.0,2.0,6.0,4.0,18.0,8.0,4.0
655,674,2920,39,Millenials,Postgraduate,1,Single,52614.0,2012-01-12,63.0,789.0,0.0,142.0,12.0,9.0,38.0,990.0,2.0,2.0,4.0,14.0,8.0,8.0
656,675,6961,40,Millenials,Undergraduate,2,Married,26751.0,2014-05-22,26.0,1.0,1.0,5.0,0.0,3.0,1.0,11.0,1.0,1.0,0.0,3.0,2.0,8.0
657,676,4673,51,Gen X,Postgraduate,1,Married,81300.0,2012-10-30,17.0,1004.0,12.0,145.0,32.0,12.0,36.0,1241.0,3.0,10.0,3.0,18.0,5.0,5.0
658,677,9937,35,Millenials,Undergraduate,0,Single,70337.0,2014-02-01,75.0,187.0,81.0,149.0,25.0,43.0,91.0,576.0,1.0,2.0,2.0,16.0,12.0,1.0
659,678,8779,29,Millenials,Postgraduate,1,Married,36145.0,2013-06-16,13.0,56.0,4.0,76.0,17.0,1.0,18.0,172.0,4.0,4.0,1.0,8.0,3.0,9.0
660,679,9596,34,Millenials,Postgraduate,0,Single,65295.0,2013-12-23,19.0,365.0,32.0,117.0,34.0,110.0,6.0,664.0,1.0,3.0,3.0,19.0,13.0,2.0
661,680,2891,51,Gen X,Undergraduate,1,Divorced,68118.0,2013-10-18,51.0,595.0,23.0,123.0,10.0,23.0,154.0,928.0,2.0,8.0,9.0,21.0,4.0,6.0
662,681,4910,47,Gen X,Undergraduate,0,Divorced,68743.0,2012-08-30,81.0,1132.0,134.0,384.0,175.0,134.0,115.0,2074.0,1.0,11.0,5.0,29.0,13.0,7.0
663,682,75,32,Millenials,Postgraduate,0,Married,41039.0,2013-07-25,32.0,34.0,11.0,137.0,179.0,61.0,45.0,467.0,1.0,8.0,1.0,14.0,5.0,8.0
664,683,10120,59,Boomers,Undergraduate,1,Married,38946.0,2013-10-24,84.0,116.0,6.0,82.0,6.0,6.0,41.0,257.0,2.0,3.0,1.0,10.0,6.0,5.0
665,684,6327,47,Gen X,Undergraduate,0,Married,65777.0,2013-12-19,87.0,565.0,32.0,435.0,28.0,32.0,54.0,1146.0,1.0,2.0,8.0,16.0,6.0,1.0
666,685,10142,38,Millenials,Postgraduate,1,Divorced,66476.0,2013-07-03,99.0,372.0,18.0,126.0,47.0,48.0,78.0,689.0,2.0,5.0,2.0,18.0,11.0,4.0
667,686,9826,42,Gen X,Postgraduate,0,Single,86857.0,2012-12-09,96.0,899.0,102.0,838.0,133.0,102.0,40.0,2114.0,1.0,5.0,6.0,21.0,10.0,2.0
668,688,10767,25,Gen Z,Postgraduate,0,Married,77845.0,2014-05-16,40.0,760.0,40.0,480.0,0.0,40.0,26.0,1346.0,1.0,3.0,5.0,20.0,12.0,1.0
669,689,7279,45,Gen X,Postgraduate,0,Married,69476.0,2013-09-30,3.0,260.0,86.0,559.0,63.0,9.0,67.0,1044.0,1.0,4.0,6.0,14.0,4.0,2.0
670,690,7230,54,Gen X,Postgraduate,1,Divorced,50611.0,2012-04-10,98.0,459.0,0.0,24.0,6.0,0.0,4.0,493.0,6.0,4.0,5.0,16.0,7.0,6.0
671,691,143,44,Gen X,Undergraduate,0,Single,61209.0,2013-08-25,73.0,466.0,0.0,224.0,119.0,49.0,99.0,957.0,1.0,5.0,3.0,12.0,4.0,2.0
672,692,450,56,Gen X,Postgraduate,1,Married,42315.0,2013-12-07,90.0,67.0,15.0,80.0,17.0,11.0,80.0,270.0,3.0,1.0,4.0,9.0,4.0,3.0
673,694,6379,65,Boomers,Postgraduate,2,Divorced,47570.0,2013-05-29,3.0,67.0,1.0,20.0,0.0,2.0,31.0,121.0,3.0,2.0,2.0,6.0,2.0,7.0
674,695,9239,53,Gen X,Postgraduate,2,Married,61923.0,2013-07-26,94.0,92.0,4.0,18.0,3.0,3.0,6.0,126.0,1.0,2.0,1.0,7.0,4.0,3.0
675,696,8315,19,Gen Z,Undergraduate,0,Single,34824.0,2014-03-26,65.0,4.0,2.0,11.0,2.0,0.0,4.0,23.0,1.0,1.0,0.0,3.0,2.0,6.0
676,697,2868,65,Boomers,Postgraduate,2,Single,26518.0,2013-08-04,33.0,20.0,1.0,28.0,3.0,3.0,2.0,57.0,3.0,2.0,0.0,5.0,3.0,8.0
677,698,10888,53,Gen X,Undergraduate,0,Single,45938.0,2013-03-11,46.0,273.0,11.0,178.0,62.0,83.0,29.0,636.0,2.0,8.0,4.0,18.0,6.0,6.0
678,699,1277,54,Gen X,Undergraduate,0,Married,78468.0,2014-09-04,29.0,434.0,22.0,388.0,104.0,22.0,34.0,1004.0,1.0,10.0,7.0,27.0,10.0,4.0
679,700,9977,41,Millenials,Undergraduate,1,Divorced,78901.0,2013-09-17,99.0,321.0,11.0,309.0,33.0,26.0,34.0,734.0,3.0,9.0,3.0,17.0,5.0,4.0
680,701,10196,36,Millenials,Undergraduate,2,Married,71427.0,2014-12-03,26.0,212.0,123.0,177.0,15.0,64.0,23.0,614.0,2.0,8.0,2.0,18.0,8.0,4.0
681,702,6384,36,Millenials,Undergraduate,1,Divorced,71022.0,2014-11-02,30.0,909.0,12.0,278.0,0.0,12.0,242.0,1453.0,3.0,5.0,2.0,18.0,11.0,8.0
682,703,8029,26,Millenials,Postgraduate,0,Single,90247.0,2014-04-29,27.0,1184.0,32.0,352.0,21.0,16.0,16.0,1621.0,1.0,3.0,4.0,14.0,7.0,1.0
683,704,968,46,Gen X,Postgraduate,1,Divorced,41335.0,2013-12-26,24.0,112.0,19.0,21.0,16.0,14.0,5.0,187.0,3.0,4.0,1.0,9.0,4.0,7.0
684,705,6988,28,Millenials,Undergraduate,1,Married,71952.0,2013-10-01,93.0,656.0,80.0,455.0,52.0,107.0,93.0,1443.0,2.0,8.0,4.0,20.0,8.0,4.0
685,706,4472,44,Gen X,Postgraduate,1,Divorced,35682.0,2014-06-27,34.0,23.0,0.0,8.0,6.0,2.0,18.0,57.0,1.0,1.0,1.0,5.0,3.0,2.0
686,707,6991,63,Boomers,Undergraduate,1,Divorced,43185.0,2013-10-04,88.0,537.0,6.0,42.0,16.0,6.0,30.0,637.0,2.0,9.0,3.0,18.0,6.0,8.0
687,708,3336,66,Boomers,Postgraduate,1,Married,66375.0,2013-11-21,96.0,712.0,0.0,45.0,0.0,0.0,191.0,948.0,3.0,2.0,4.0,11.0,5.0,7.0
688,709,4301,43,Gen X,Postgraduate,1,Married,35178.0,2013-10-01,10.0,23.0,1.0,13.0,2.0,2.0,18.0,59.0,1.0,1.0,1.0,4.0,2.0,7.0
689,710,1940,28,Millenials,Undergraduate,1,Married,25252.0,2013-12-07,26.0,1.0,3.0,4.0,2.0,2.0,6.0,18.0,1.0,1.0,0.0,3.0,2.0,8.0
690,711,1272,49,Gen X,Postgraduate,1,Single,55250.0,2012-10-21,49.0,664.0,58.0,83.0,32.0,0.0,66.0,903.0,4.0,7.0,5.0,22.0,10.0,5.0
691,712,1388,39,Millenials,Undergraduate,1,Single,33249.0,2013-02-20,11.0,6.0,10.0,21.0,19.0,14.0,42.0,112.0,2.0,2.0,1.0,6.0,3.0,6.0
692,713,1044,61,Boomers,Undergraduate,0,Married,58398.0,2013-05-14,44.0,299.0,5.0,201.0,21.0,21.0,49.0,596.0,3.0,5.0,4.0,17.0,8.0,4.0
693,714,6969,32,Millenials,Undergraduate,1,Married,50272.0,2013-07-08,75.0,99.0,13.0,66.0,43.0,8.0,4.0,233.0,3.0,4.0,1.0,10.0,5.0,7.0
694,715,10479,39,Millenials,Postgraduate,0,Married,76618.0,2012-07-12,64.0,749.0,40.0,294.0,121.0,160.0,147.0,1511.0,1.0,3.0,2.0,10.0,5.0,1.0
695,716,3619,54,Gen X,Postgraduate,0,Divorced,87305.0,2012-09-23,19.0,345.0,25.0,501.0,63.0,138.0,80.0,1152.0,1.0,5.0,3.0,16.0,8.0,2.0
696,717,1715,36,Millenials,Undergraduate,1,Married,25851.0,2013-11-02,45.0,9.0,4.0,18.0,7.0,5.0,5.0,48.0,2.0,2.0,0.0,5.0,3.0,7.0
697,718,10159,44,Gen X,Undergraduate,1,Divorced,58710.0,2013-03-31,77.0,440.0,81.0,368.0,0.0,122.0,174.0,1185.0,6.0,11.0,5.0,25.0,9.0,6.0
698,719,1463,56,Gen X,Undergraduate,2,Single,45160.0,2014-03-29,9.0,8.0,2.0,5.0,3.0,0.0,3.0,21.0,1.0,1.0,0.0,3.0,2.0,7.0
699,720,5114,49,Gen X,Postgraduate,1,Married,74806.0,2012-12-19,1.0,670.0,9.0,249.0,0.0,28.0,9.0,965.0,2.0,5.0,4.0,14.0,5.0,4.0
700,721,4990,60,Boomers,Undergraduate,0,Married,59111.0,2013-02-05,90.0,524.0,0.0,134.0,28.0,28.0,155.0,869.0,1.0,11.0,1.0,20.0,8.0,7.0
701,722,4329,30,Millenials,Postgraduate,1,Married,18988.0,2014-05-23,43.0,6.0,0.0,6.0,2.0,1.0,1.0,16.0,2.0,1.0,0.0,4.0,3.0,7.0
702,723,10936,49,Gen X,Undergraduate,0,Married,72190.0,2013-02-13,79.0,597.0,166.0,597.0,172.0,166.0,249.0,1947.0,1.0,5.0,6.0,15.0,4.0,3.0
703,725,7212,48,Gen X,Undergraduate,1,Married,44794.0,2014-08-06,99.0,54.0,0.0,7.0,0.0,0.0,4.0,65.0,1.0,2.0,0.0,5.0,3.0,6.0
704,726,6086,59,Boomers,Undergraduate,0,Married,80395.0,2013-11-23,62.0,445.0,25.0,706.0,80.0,76.0,48.0,1380.0,1.0,6.0,5.0,23.0,12.0,2.0
705,727,437,38,Millenials,Postgraduate,0,Divorced,75012.0,2014-01-25,41.0,294.0,142.0,218.0,164.0,58.0,151.0,1027.0,1.0,3.0,8.0,22.0,11.0,1.0
706,728,11171,49,Gen X,Postgraduate,3,Married,56962.0,2013-11-10,60.0,292.0,3.0,77.0,10.0,3.0,26.0,411.0,7.0,6.0,3.0,14.0,5.0,7.0
707,729,11101,23,Gen Z,Undergraduate,0,Married,89891.0,2013-04-15,17.0,412.0,22.0,132.0,59.0,28.0,183.0,836.0,1.0,11.0,6.0,25.0,8.0,4.0
708,730,5329,65,Boomers,Postgraduate,2,Divorced,35946.0,2013-09-27,24.0,8.0,0.0,3.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,3.0,3.0,5.0
709,731,610,61,Boomers,Postgraduate,2,Married,53593.0,2012-07-08,60.0,349.0,4.0,78.0,6.0,0.0,43.0,480.0,8.0,7.0,2.0,15.0,6.0,8.0
710,732,9384,36,Millenials,Undergraduate,2,Married,66373.0,2013-12-06,57.0,328.0,9.0,124.0,12.0,24.0,109.0,606.0,7.0,4.0,2.0,16.0,10.0,3.0
711,733,5956,66,Boomers,Postgraduate,3,Divorced,45072.0,2013-10-16,74.0,144.0,2.0,99.0,7.0,2.0,30.0,284.0,5.0,6.0,1.0,11.0,4.0,8.0
712,734,10430,41,Millenials,Undergraduate,2,Divorced,89694.0,2013-09-10,22.0,1126.0,28.0,211.0,37.0,28.0,42.0,1472.0,3.0,4.0,3.0,11.0,4.0,5.0
713,735,7875,65,Boomers,Undergraduate,0,Married,72025.0,2014-04-29,46.0,967.0,0.0,617.0,43.0,50.0,0.0,1677.0,1.0,4.0,8.0,25.0,13.0,2.0
714,736,7072,41,Millenials,Undergraduate,1,Married,67432.0,2013-03-29,69.0,432.0,79.0,341.0,177.0,136.0,170.0,1335.0,2.0,8.0,5.0,17.0,4.0,4.0
715,737,6255,62,Boomers,Postgraduate,1,Married,70545.0,2014-03-06,29.0,138.0,39.0,63.0,55.0,18.0,21.0,334.0,1.0,4.0,1.0,12.0,7.0,2.0
716,738,6516,25,Gen Z,Undergraduate,1,Married,17487.0,2013-03-18,37.0,0.0,0.0,1.0,7.0,4.0,6.0,18.0,1.0,1.0,0.0,3.0,2.0,7.0
717,739,5564,45,Gen X,Undergraduate,1,Married,62882.0,2012-09-08,26.0,509.0,133.0,497.0,78.0,24.0,97.0,1338.0,2.0,7.0,5.0,18.0,6.0,4.0
718,740,5682,61,Boomers,Postgraduate,1,Single,64108.0,2013-03-23,8.0,948.0,10.0,86.0,13.0,21.0,21.0,1099.0,4.0,6.0,9.0,26.0,11.0,5.0
719,741,7458,58,Boomers,Postgraduate,2,Married,34941.0,2013-06-03,26.0,39.0,2.0,25.0,4.0,3.0,24.0,97.0,2.0,3.0,0.0,6.0,3.0,8.0
720,742,5237,64,Boomers,Postgraduate,3,Single,48767.0,2014-01-01,79.0,28.0,1.0,21.0,3.0,0.0,10.0,63.0,3.0,2.0,1.0,6.0,3.0,5.0
721,743,7761,36,Millenials,Postgraduate,1,Married,38702.0,2013-01-08,71.0,13.0,11.0,24.0,13.0,8.0,40.0,109.0,2.0,3.0,0.0,7.0,4.0,6.0
722,744,5278,50,Gen X,Undergraduate,0,Married,82224.0,2014-01-25,83.0,307.0,26.0,360.0,138.0,31.0,40.0,902.0,1.0,6.0,9.0,20.0,5.0,3.0
723,745,3560,62,Boomers,Undergraduate,0,Married,83844.0,2013-12-05,57.0,901.0,31.0,345.0,75.0,31.0,191.0,1574.0,1.0,4.0,4.0,19.0,11.0,1.0
724,746,7235,39,Millenials,Postgraduate,1,Married,17003.0,2013-09-12,37.0,2.0,5.0,12.0,4.0,8.0,7.0,38.0,3.0,2.0,0.0,6.0,4.0,5.0
725,747,10548,19,Gen Z,Undergraduate,0,Single,71163.0,2014-09-03,30.0,283.0,17.0,372.0,138.0,106.0,44.0,960.0,1.0,3.0,8.0,23.0,12.0,1.0
726,748,2281,44,Gen X,Undergraduate,1,Single,33697.0,2013-09-15,34.0,4.0,3.0,7.0,0.0,3.0,11.0,28.0,1.0,1.0,0.0,3.0,2.0,7.0
727,749,4073,60,Boomers,Postgraduate,0,Married,63564.0,2014-01-29,0.0,769.0,80.0,252.0,15.0,34.0,65.0,1215.0,1.0,10.0,10.0,27.0,7.0,6.0
728,750,6974,42,Gen X,Postgraduate,0,Married,83443.0,2013-12-31,89.0,518.0,42.0,742.0,55.0,56.0,84.0,1497.0,1.0,6.0,10.0,21.0,5.0,2.0
729,751,7938,56,Gen X,Postgraduate,1,Married,51518.0,2013-03-10,92.0,350.0,8.0,66.0,17.0,4.0,4.0,449.0,2.0,3.0,2.0,15.0,10.0,3.0
730,752,7094,39,Millenials,Undergraduate,1,Divorced,58330.0,2013-12-25,87.0,445.0,53.0,213.0,104.0,98.0,151.0,1064.0,1.0,6.0,4.0,23.0,13.0,4.0
731,753,3667,45,Gen X,Undergraduate,0,Married,80952.0,2013-02-28,20.0,778.0,178.0,689.0,41.0,27.0,44.0,1757.0,1.0,8.0,5.0,24.0,11.0,8.0
732,754,7723,35,Millenials,Undergraduate,0,Married,75507.0,2014-02-05,56.0,709.0,93.0,374.0,104.0,80.0,80.0,1440.0,1.0,8.0,6.0,20.0,6.0,3.0
733,755,3870,36,Millenials,Postgraduate,0,Married,63855.0,2013-09-02,28.0,359.0,35.0,314.0,93.0,116.0,89.0,1006.0,1.0,7.0,3.0,23.0,13.0,4.0
734,756,4012,42,Gen X,Postgraduate,1,Married,62220.0,2012-11-08,55.0,799.0,12.0,375.0,16.0,12.0,12.0,1226.0,5.0,7.0,6.0,18.0,5.0,6.0
735,757,5909,50,Gen X,Undergraduate,1,Married,58512.0,2013-09-19,25.0,895.0,10.0,101.0,13.0,0.0,152.0,1171.0,5.0,3.0,4.0,15.0,8.0,8.0
736,758,10470,35,Millenials,Postgraduate,1,Married,40662.0,2013-03-15,0.0,40.0,2.0,23.0,0.0,4.0,23.0,92.0,2.0,2.0,1.0,6.0,3.0,4.0
737,759,6488,55,Gen X,Postgraduate,1,Married,38829.0,2014-06-04,86.0,76.0,0.0,7.0,0.0,0.0,16.0,99.0,1.0,3.0,2.0,7.0,2.0,5.0
738,760,10270,33,Millenials,Postgraduate,1,Married,35523.0,2013-03-10,8.0,11.0,5.0,22.0,12.0,5.0,11.0,66.0,2.0,3.0,0.0,6.0,3.0,7.0
739,761,6887,47,Gen X,Undergraduate,2,Single,79146.0,2014-04-24,33.0,245.0,16.0,223.0,21.0,43.0,16.0,564.0,2.0,8.0,1.0,17.0,8.0,6.0
740,762,6406,26,Millenials,Postgraduate,0,Married,78285.0,2013-10-28,13.0,647.0,107.0,391.0,175.0,67.0,40.0,1427.0,1.0,6.0,4.0,20.0,10.0,3.0
741,763,7573,36,Millenials,Postgraduate,1,Single,31626.0,2013-10-05,12.0,39.0,1.0,9.0,2.0,1.0,34.0,86.0,1.0,2.0,1.0,5.0,2.0,7.0
742,764,4508,62,Boomers,Undergraduate,0,Single,75127.0,2014-05-22,92.0,203.0,35.0,305.0,46.0,17.0,227.0,833.0,1.0,2.0,11.0,18.0,5.0,1.0
743,765,221,59,Boomers,Undergraduate,1,Married,48726.0,2013-04-27,90.0,138.0,3.0,38.0,4.0,0.0,59.0,242.0,3.0,3.0,2.0,9.0,4.0,6.0
744,766,5331,37,Millenials,Undergraduate,0,Married,74985.0,2012-11-09,8.0,587.0,51.0,898.0,247.0,0.0,86.0,1869.0,1.0,3.0,6.0,16.0,7.0,2.0
745,767,1911,27,Millenials,Undergraduate,0,Married,67430.0,2012-05-09,6.0,595.0,97.0,291.0,127.0,133.0,121.0,1364.0,1.0,11.0,5.0,28.0,12.0,6.0
746,768,20,49,Gen X,Postgraduate,1,Married,46891.0,2013-01-09,91.0,43.0,12.0,23.0,29.0,15.0,61.0,183.0,1.0,2.0,1.0,7.0,4.0,4.0
747,769,8786,58,Boomers,Postgraduate,1,Married,62058.0,2013-05-26,52.0,301.0,7.0,74.0,10.0,0.0,58.0,450.0,4.0,6.0,1.0,14.0,7.0,6.0
748,770,10582,35,Millenials,Undergraduate,1,Married,72063.0,2013-03-07,3.0,180.0,32.0,348.0,76.0,32.0,90.0,758.0,2.0,5.0,2.0,19.0,12.0,2.0
749,771,1915,63,Boomers,Postgraduate,0,Married,78939.0,2013-12-12,57.0,794.0,115.0,243.0,150.0,0.0,205.0,1507.0,1.0,8.0,5.0,19.0,6.0,3.0
750,772,8897,49,Gen X,Undergraduate,2,Single,42720.0,2013-04-24,9.0,392.0,5.0,91.0,28.0,26.0,112.0,654.0,8.0,7.0,3.0,17.0,7.0,8.0
751,773,2371,42,Gen X,Undergraduate,2,Married,33622.0,2013-04-13,22.0,39.0,1.0,22.0,3.0,4.0,12.0,81.0,3.0,2.0,0.0,6.0,4.0,7.0
752,775,6825,61,Boomers,Undergraduate,2,Married,41452.0,2013-06-03,86.0,13.0,0.0,3.0,0.0,0.0,0.0,16.0,1.0,1.0,0.0,3.0,2.0,7.0
753,776,1072,49,Gen X,Postgraduate,1,Single,40760.0,2013-08-30,64.0,70.0,0.0,17.0,0.0,0.0,6.0,93.0,2.0,2.0,1.0,6.0,3.0,6.0
754,777,4964,56,Gen X,Postgraduate,0,Married,74250.0,2014-01-26,90.0,680.0,11.0,392.0,75.0,0.0,0.0,1158.0,1.0,2.0,11.0,17.0,4.0,1.0
755,778,2461,59,Boomers,Postgraduate,2,Single,51124.0,2013-12-18,79.0,26.0,1.0,11.0,0.0,1.0,4.0,43.0,2.0,1.0,0.0,4.0,3.0,3.0
756,779,10736,43,Gen X,Undergraduate,1,Single,72258.0,2013-12-09,28.0,522.0,0.0,522.0,227.0,120.0,134.0,1525.0,2.0,6.0,9.0,20.0,5.0,2.0
757,780,3194,40,Millenials,Postgraduate,0,Single,71466.0,2014-05-04,86.0,412.0,12.0,546.0,78.0,182.0,0.0,1230.0,1.0,4.0,4.0,18.0,10.0,1.0
758,781,10839,38,Millenials,Undergraduate,2,Married,36283.0,2014-04-14,42.0,6.0,5.0,5.0,8.0,0.0,5.0,29.0,2.0,1.0,0.0,4.0,3.0,4.0
759,782,49,44,Gen X,Undergraduate,1,Single,20587.0,2014-11-05,39.0,2.0,3.0,6.0,4.0,1.0,9.0,25.0,1.0,1.0,1.0,4.0,2.0,7.0
760,783,4290,42,Gen X,Undergraduate,1,Married,30467.0,2014-03-19,8.0,1.0,3.0,8.0,2.0,5.0,5.0,24.0,1.0,1.0,0.0,3.0,2.0,7.0
761,784,10219,42,Gen X,Undergraduate,1,Married,31590.0,2013-06-18,40.0,6.0,2.0,15.0,6.0,6.0,3.0,38.0,1.0,1.0,0.0,4.0,3.0,8.0
762,785,4211,28,Millenials,Undergraduate,1,Married,20425.0,2012-10-29,5.0,4.0,12.0,5.0,3.0,16.0,17.0,57.0,2.0,2.0,0.0,5.0,3.0,7.0
763,786,1135,54,Gen X,Postgraduate,2,Married,17144.0,2014-02-15,96.0,18.0,2.0,19.0,0.0,2.0,6.0,47.0,5.0,3.0,0.0,7.0,4.0,7.0
764,787,6299,46,Gen X,Postgraduate,1,Divorced,42564.0,2013-02-01,28.0,324.0,48.0,186.0,39.0,18.0,198.0,813.0,6.0,6.0,8.0,18.0,4.0,7.0
765,788,10846,36,Millenials,Postgraduate,1,Married,43783.0,2014-05-29,22.0,327.0,9.0,125.0,25.0,4.0,139.0,629.0,6.0,7.0,1.0,16.0,8.0,7.0
766,789,347,38,Millenials,Undergraduate,1,Divorced,40780.0,2012-08-09,30.0,229.0,27.0,71.0,13.0,3.0,34.0,377.0,4.0,7.0,1.0,13.0,5.0,9.0
767,790,6543,69,Boomers,Postgraduate,0,Married,62847.0,2013-01-15,45.0,521.0,168.0,706.0,80.0,76.0,61.0,1612.0,1.0,3.0,6.0,13.0,4.0,2.0
768,791,10446,57,Gen X,Postgraduate,0,Married,82017.0,2012-07-11,58.0,184.0,23.0,446.0,30.0,23.0,23.0,729.0,1.0,5.0,4.0,16.0,7.0,2.0
769,792,3479,64,Boomers,Undergraduate,0,Single,16813.0,2013-07-19,49.0,4.0,8.0,11.0,12.0,2.0,13.0,50.0,1.0,2.0,0.0,5.0,3.0,7.0
770,793,11075,36,Millenials,Undergraduate,2,Married,51267.0,2013-10-29,37.0,183.0,2.0,64.0,7.0,2.0,12.0,270.0,4.0,3.0,3.0,11.0,5.0,4.0
771,794,4442,53,Gen X,Undergraduate,1,Single,46524.0,2013-05-04,70.0,31.0,19.0,35.0,26.0,14.0,52.0,177.0,2.0,1.0,1.0,7.0,5.0,3.0
772,795,199,52,Gen X,Postgraduate,0,Single,45183.0,2013-01-20,33.0,219.0,3.0,60.0,12.0,9.0,12.0,315.0,1.0,4.0,1.0,12.0,7.0,7.0
